,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Age,work_experience,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
36,5036590,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,57.68493150684932,2.213698630136986,1,0,0,0,Drivers,2,1
37,5036660,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.3013698630137,-10.088698630136987,1,0,0,0,,2,1
38,5036795,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.534246575342465,3.5205479452054793,1,0,1,0,Laborers,2,1
39,5041522,M,Y,Y,0,380250.0,Commercial associate,Higher education,Separated,House / apartment,44.298630136986304,2.3424657534246576,1,1,1,0,,1,1
40,5042064,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,43.98082191780822,19.968835616438355,1,1,1,0,,4,1
41,5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.797260273972604,-10.088698630136987,1,0,0,0,,1,1
42,5045894,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.797260273972604,-10.088698630136987,1,0,0,0,,1,1
43,5045895,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.797260273972604,-10.088698630136987,1,0,0,0,,1,1
44,5046324,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.37260273972603,6.2164383561643834,1,0,1,0,Low-skill Laborers,3,1
45,5046328,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,42.37260273972603,6.2164383561643834,1,0,1,0,Low-skill Laborers,3,1
46,5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.726027397260275,11.271232876712329,1,0,0,0,Accountants,3,1
47,5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.386301369863013,3.180821917808219,1,0,0,0,Laborers,3,1
48,5048301,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.386301369863013,3.180821917808219,1,0,0,0,Laborers,3,1
49,5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.21095890410959,19.96712328767123,1,1,0,0,Laborers,2,1
50,5050606,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.21095890410959,19.96712328767123,1,1,0,0,Laborers,2,1
51,5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.80821917808219,0.4547945205479452,1,1,1,0,High skill tech staff,1,1
52,5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.284931506849315,2.372602739726027,1,0,0,0,Laborers,3,1
53,5051161,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.284931506849315,2.372602739726027,1,0,0,0,Laborers,3,1
54,5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,28.482191780821918,1.5452054794520549,1,0,0,1,IT staff,2,1
55,5052661,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,28.482191780821918,1.5452054794520549,1,0,0,1,IT staff,2,1
56,5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.082191780821915,9.221917808219178,1,0,0,0,Drivers,2,1
57,5052879,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.082191780821915,9.221917808219178,1,0,0,0,Drivers,2,1
58,5052882,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.082191780821915,9.221917808219178,1,0,0,0,Drivers,2,1
59,5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.14246575342466,5.890410958904109,1,1,0,0,Managers,2,1
60,5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,44.9972602739726,3.9945205479452053,1,0,0,0,Drivers,3,1
61,5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,44.9972602739726,3.9945205479452053,1,0,0,0,Drivers,1,1
62,5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,45.50958904109589,19.968835616438355,1,0,0,0,,4,1
63,5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45.50958904109589,19.968835616438355,1,0,0,0,,4,1
64,5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,-10.088698630136987,1,0,0,0,,1,1
65,5058348,F,N,Y,0,191399.3262295082,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,-10.088698630136987,1,0,0,0,,1,1
66,5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,-10.088698630136987,1,0,0,0,,1,1
67,5058352,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,-10.088698630136987,1,0,0,0,,1,1
68,5058530,M,N,N,0,380250.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054794520548,1.3917808219178083,1,0,0,0,Sales staff,1,1
69,5058531,M,N,N,0,380250.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054794520548,1.3917808219178083,1,0,0,0,Sales staff,1,1
70,5058532,M,N,N,0,380250.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,43.94614265965278,1.3917808219178083,1,0,0,0,Sales staff,1,1
71,5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,57.18356164383562,-10.088698630136987,1,0,0,0,,2,1
72,5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,64.17260273972603,-10.088698630136987,1,0,0,0,,2,1
73,5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.35342465753425,-10.088698630136987,1,0,1,0,,2,1
74,5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,24.991780821917807,4.293150684931507,1,0,0,1,Waiters/barmen staff,3,1
75,5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.47123287671233,0.37534246575342467,1,0,0,0,Laborers,2,1
76,5062137,M,N,Y,1,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,35.47123287671233,0.37534246575342467,1,0,0,0,Laborers,2,1
77,5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,41.534246575342465,10.887671232876713,1,0,0,0,High skill tech staff,2,1
78,5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.06575342465754,4.301369863013699,1,0,0,0,,2,1
79,5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,26.054794520547944,7.884931506849315,1,0,0,0,Laborers,3,1
80,5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.4986301369863,0.3835616438356164,1,0,1,0,Sales staff,2,1
81,5068456,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.20821917808219,7.057534246575343,1,0,0,0,,2,1
82,5068651,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,52.89041095890411,5.219178082191781,1,0,0,0,Core staff,1,1
83,5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,30.71232876712329,4.723287671232876,1,1,0,0,Accountants,2,1
84,5069218,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,30.71232876712329,4.723287671232876,1,1,0,0,Accountants,2,1
85,5069307,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.84931506849315,3.638356164383562,1,0,0,0,Core staff,2,1
86,5078820,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.66027397260274,13.663013698630136,1,0,0,0,High skill tech staff,4,1
87,5078945,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,33.56986301369863,9.578082191780823,1,1,0,0,,3,1
88,5078946,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,33.56986301369863,9.578082191780823,1,1,0,0,,3,1
89,5079166,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.58904109589041,3.819178082191781,1,0,0,0,Laborers,2,1
90,5079167,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.58904109589041,3.819178082191781,1,0,0,0,Laborers,2,1
91,5079168,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.58904109589041,3.819178082191781,1,0,0,0,Laborers,2,1
92,5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,51.12602739726027,3.4657534246575343,1,0,0,0,Managers,2,1
93,5089162,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,55.51780821917808,6.934246575342466,1,1,1,0,Accountants,2,1
94,5089959,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.945205479452056,5.767123287671233,1,0,0,0,,3,1
95,5090166,F,N,Y,1,380250.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.33424657534247,2.356164383561644,1,0,0,0,Security staff,2,1
96,5090214,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.34794520547945,0.5945205479452055,1,0,0,0,Laborers,2,1
97,5090216,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.34794520547945,0.5945205479452055,1,0,0,0,Laborers,2,1
98,5092087,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,47.45205479452055,1.4657534246575343,1,0,0,0,Laborers,4,1
99,5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.57808219178082,-10.088698630136987,1,0,0,0,,2,1
100,5092479,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,41.134246575342466,18.81095890410959,1,0,0,0,Core staff,3,1
101,5096527,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,54.827397260273976,1.6,1,0,0,0,Core staff,1,1
102,5096528,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,54.827397260273976,1.6,1,0,0,0,Core staff,1,1
103,5096743,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46.035616438356165,6.101369863013699,1,1,1,0,Cleaning staff,1,1
104,5097065,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,51.97534246575343,19.968835616438355,1,0,0,0,Managers,2,1
105,5100430,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.68493150684932,1.6794520547945206,1,0,0,0,Laborers,1,1
106,5105045,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.846575342465755,-10.088698630136987,1,0,0,0,,1,1
107,5105056,M,Y,N,0,191399.3262295082,Commercial associate,Higher education,Single / not married,Municipal apartment,31.583561643835615,1.6602739726027398,1,0,1,1,High skill tech staff,1,1
108,5106077,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.14794520547945,19.024657534246575,1,0,0,0,Medicine staff,2,1
109,5113621,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,53.16712328767123,0.947945205479452,1,0,0,0,Security staff,1,1
110,5113933,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.75616438356165,-10.088698630136987,1,0,1,0,,1,1
111,5113944,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.9013698630137,-10.088698630136987,1,0,1,0,,2,1
112,5114249,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,31.043835616438358,4.953424657534247,1,1,1,0,,3,1
113,5114253,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,31.043835616438358,4.953424657534247,1,1,1,0,,3,1
114,5115604,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.78904109589041,9.36986301369863,1,0,0,0,Core staff,2,1
115,5115606,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.78904109589041,9.36986301369863,1,0,0,0,Core staff,2,1
116,5115608,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.78904109589041,9.36986301369863,1,0,0,0,Core staff,2,1
117,5115610,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.78904109589041,9.36986301369863,1,0,0,0,Core staff,2,1
118,5115611,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.78904109589041,9.36986301369863,1,0,0,0,Core staff,2,1
119,5116035,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,39.78630136986301,2.3643835616438356,1,1,0,0,Managers,1,1
120,5116036,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,39.78630136986301,2.3643835616438356,1,1,0,0,Managers,1,1
121,5116258,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.85753424657534,19.968835616438355,1,0,0,0,Core staff,6,1
122,5116301,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.06849315068493,-10.088698630136987,1,0,0,0,,2,1
123,5116302,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.06849315068493,-10.088698630136987,1,0,0,0,,2,1
124,5116304,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.06849315068493,-10.088698630136987,1,0,0,0,,2,1
125,5116305,F,N,Y,0,191399.3262295082,Pensioner,Secondary / secondary special,Married,House / apartment,62.06849315068493,-10.088698630136987,1,0,0,0,,2,1
126,5116906,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,41.224657534246575,19.968835616438355,1,0,0,0,Core staff,2,1
127,5117313,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.676712328767124,10.76986301369863,1,1,1,0,Laborers,3,1
128,5117413,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.038356164383565,-10.088698630136987,1,0,1,0,,1,1
129,5118046,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.48493150684932,-10.088698630136987,1,0,1,0,,1,1
130,5118275,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712328767,-10.088698630136987,1,0,0,0,,2,1
131,5118278,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712328767,-10.088698630136987,1,0,0,0,,2,1
132,5118279,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712328767,-10.088698630136987,1,0,0,0,,2,1
133,5118280,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,58.52876712328767,-10.088698630136987,1,0,0,0,,2,1
134,5118283,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712328767,-10.088698630136987,1,0,0,0,,2,1
135,5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,49.676712328767124,2.8465753424657536,1,0,1,0,Laborers,2,1
136,5125289,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,38.18904109589041,0.36712328767123287,1,0,0,0,Laborers,2,1
137,5125299,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.11232876712329,-10.088698630136987,1,0,0,0,,2,1
138,5125708,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,44.967123287671235,1.704109589041096,1,0,1,0,High skill tech staff,2,1
139,5125716,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,44.967123287671235,1.704109589041096,1,0,1,0,High skill tech staff,2,1
140,5125761,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,49.36986301369863,4.36986301369863,1,0,0,0,Cooking staff,1,1
141,5125763,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,35.6986301369863,4.454794520547945,1,0,1,0,Laborers,3,1
142,5125934,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,27.019178082191782,5.117808219178082,1,1,0,0,Sales staff,4,1
143,5126278,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.202739726027396,-10.088698630136987,1,0,0,0,,2,1
144,5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.07671232876712,1.5205479452054795,1,0,0,0,Security staff,2,1
145,5135345,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.07671232876712,1.5205479452054795,1,0,0,0,Security staff,2,1
146,5135346,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.07671232876712,1.5205479452054795,1,0,0,0,Security staff,2,1
147,5135485,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.205479452054796,5.301369863013699,1,0,0,0,Core staff,1,1
148,5135487,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.205479452054796,5.301369863013699,1,0,0,0,Core staff,1,1
149,5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,51.605479452054794,2.5506849315068494,1,1,1,0,Laborers,2,1
150,5135990,F,N,Y,1,380250.0,Commercial associate,Higher education,Single / not married,House / apartment,28.575342465753426,2.4657534246575343,1,0,0,0,Managers,2,1
151,5135991,F,N,Y,1,380250.0,Commercial associate,Higher education,Single / not married,House / apartment,28.575342465753426,2.4657534246575343,1,0,0,0,Managers,2,1
152,5142183,M,Y,Y,2,191399.3262295082,Commercial associate,Higher education,Married,House / apartment,48.87945205479452,11.794520547945206,1,1,1,0,Managers,4,1
153,5142184,M,Y,Y,2,380250.0,Commercial associate,Higher education,Married,House / apartment,48.87945205479452,11.794520547945206,1,1,1,0,Managers,4,1
154,5142185,M,Y,Y,2,380250.0,Commercial associate,Higher education,Married,House / apartment,48.87945205479452,11.794520547945206,1,1,1,0,Managers,4,1
155,5142361,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.394520547945206,2.5342465753424657,1,1,1,0,Drivers,3,1
156,5142362,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.394520547945206,2.5342465753424657,1,1,1,0,Drivers,3,1
157,5142456,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.92328767123288,1.367123287671233,1,0,1,0,Core staff,1,1
158,5142458,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.92328767123288,1.367123287671233,1,0,1,0,Core staff,1,1
159,5142459,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.92328767123288,1.367123287671233,1,0,1,0,Core staff,1,1
160,5143342,M,N,N,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,35.46849315068493,6.624657534246575,1,0,0,1,Laborers,3,1
161,5145690,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,59.15068493150685,-10.088698630136987,1,0,0,0,,2,1
162,5145817,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.3041095890411,-10.088698630136987,1,0,0,0,,2,1
163,5146005,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.882191780821916,0.5178082191780822,1,0,0,1,Managers,1,1
164,5146079,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,34.85753424657534,3.1013698630136988,1,1,1,0,Sales staff,3,1
165,5146167,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55.605479452054794,4.8493150684931505,1,0,0,0,Security staff,2,1
166,5146444,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.43561643835616,2.5178082191780824,1,0,1,0,Managers,1,1
167,5148932,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,47.14794520547945,2.9616438356164383,1,0,0,0,Security staff,2,1
168,5148934,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,47.14794520547945,2.9616438356164383,1,0,0,0,Security staff,2,1
169,5149188,M,Y,N,1,380250.0,Working,Higher education,Married,House / apartment,26.97808219178082,1.3753424657534246,1,0,1,1,Core staff,3,1
170,5149190,M,Y,N,1,380250.0,Working,Higher education,Married,House / apartment,26.97808219178082,1.3753424657534246,1,0,1,1,Core staff,3,1
171,5149192,F,Y,N,1,380250.0,Working,Higher education,Married,House / apartment,26.97808219178082,1.3753424657534246,1,0,1,1,Core staff,3,1
172,5149828,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,47.52876712328767,6.63013698630137,1,0,0,0,Managers,2,1
173,5149834,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,33.93698630136986,3.6301369863013697,1,0,1,1,Medicine staff,2,1
174,5149838,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,33.93698630136986,3.6301369863013697,1,0,1,1,Medicine staff,2,1
175,5118538,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,43.14794520547945,17.443835616438356,1,1,1,0,Cleaning staff,3,0
176,5069057,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.66301369863014,6.8054794520547945,1,0,0,0,Laborers,2,0
177,5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.46849315068493,0.9342465753424658,1,0,1,1,Sales staff,2,0
178,5086062,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.27945205479452,19.968835616438355,1,0,1,0,Core staff,2,0
179,5113717,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,44.97260273972603,8.367123287671232,1,0,0,1,Private service staff,3,0
180,5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.863013698630134,8.183561643835617,1,0,0,0,Sales staff,3,0
